year,checkpoint,calendar_month,simulation_month,promotion,roster,target,cap,cash,runway,stability,free_agents,world_contracted
2137,December,December,1344,Ultimate Fighting Championship,257,280,304,116844272,6720000,99,410,1865
2138,July,July,1351,Absolute Championship Akhmat,144,144,168,73806836,3456000,100,410,1852
2138,July,July,1351,BAMMA,143,144,168,43905830,3456000,98,410,1852
2138,July,July,1351,BRAVE Combat Federation,144,144,168,62011366,3456000,99,410,1852
2138,July,July,1351,Cage Warriors,160,160,184,56258608,3840000,99,410,1852
2138,July,July,1351,KSW,160,160,184,76343485,3840000,100,410,1852
2138,July,July,1351,Legacy Fighting Alliance,144,144,168,51813302,3456000,99,410,1852
2138,July,July,1351,ONE Championship,184,200,224,84359110,4800000,100,410,1852
2138,July,July,1351,Oktagon MMA,157,160,184,84754475,3840000,98,410,1852
2138,July,July,1351,Professional Fighters League,192,200,224,94200162,4800000,99,410,1852
2138,July,July,1351,RIZIN Fighting Federation,168,176,200,80256672,4224000,99,410,1852
2138,July,July,1351,Ultimate Fighting Championship,256,280,304,118577227,6720000,99,410,1852
2138,December,December,1356,Absolute Championship Akhmat,144,144,168,71055924,3456000,99,412,1863
2138,December,December,1356,BAMMA,144,144,168,42566092,3456000,99,412,1863
2138,December,December,1356,BRAVE Combat Federation,143,144,168,65701785,3456000,99,412,1863
2138,December,December,1356,Cage Warriors,159,160,184,53388206,3840000,99,412,1863
2138,December,December,1356,KSW,159,160,184,71286688,3840000,99,412,1863
2138,December,December,1356,Legacy Fighting Alliance,144,144,168,51140913,3456000,99,412,1863
2138,December,December,1356,ONE Championship,187,200,224,87631314,4800000,99,412,1863
2138,December,December,1356,Oktagon MMA,160,160,184,76803487,3840000,97,412,1863
2138,December,December,1356,Professional Fighters League,195,200,224,94372581,4800000,99,412,1863
2138,December,December,1356,RIZIN Fighting Federation,171,176,200,80821140,4224000,99,412,1863
2138,December,December,1356,Ultimate Fighting Championship,257,280,304,123716727,6720000,99,412,1863
2139,July,July,1363,Absolute Championship Akhmat,144,144,168,72831737,3456000,99,411,1863
2139,July,July,1363,BAMMA,140,144,168,44631786,3456000,100,411,1863
2139,July,July,1363,BRAVE Combat Federation,144,144,168,68436952,3456000,99,411,1863
2139,July,July,1363,Cage Warriors,160,160,184,53664952,3840000,99,411,1863
2139,July,July,1363,KSW,158,160,184,66925591,3840000,99,411,1863
2139,July,July,1363,Legacy Fighting Alliance,144,144,168,51682999,3456000,100,411,1863
2139,July,July,1363,ONE Championship,188,200,224,90376995,4800000,99,411,1863
2139,July,July,1363,Oktagon MMA,160,160,184,85996562,3840000,99,411,1863
2139,July,July,1363,Professional Fighters League,197,200,224,99533237,4800000,100,411,1863
2139,July,July,1363,RIZIN Fighting Federation,171,176,200,81392145,4224000,98,411,1863
2139,July,July,1363,Ultimate Fighting Championship,257,280,304,137987757,6720000,100,411,1863
2139,December,December,1368,Absolute Championship Akhmat,142,144,168,73615628,3456000,99,410,1866
2139,December,December,1368,BAMMA,140,144,168,43671456,3456000,99,410,1866
2139,December,December,1368,BRAVE Combat Federation,141,144,168,68041782,3456000,99,410,1866
2139,December,December,1368,Cage Warriors,159,160,184,56529012,3840000,99,410,1866
2139,December,December,1368,KSW,160,160,184,72864566,3840000,99,410,1866
2139,December,December,1368,Legacy Fighting Alliance,144,144,168,53704496,3456000,99,410,1866
2139,December,December,1368,ONE Championship,192,200,224,88238777,4800000,99,410,1866
2139,December,December,1368,Oktagon MMA,158,160,184,80852176,3840000,99,410,1866
2139,December,December,1368,Professional Fighters League,198,200,224,100502366,4800000,99,410,1866
2139,December,December,1368,RIZIN Fighting Federation,171,176,200,74158746,4224000,97,410,1866
2139,December,December,1368,Ultimate Fighting Championship,261,280,304,133177329,6720000,99,410,1866
2140,July,July,1375,Absolute Championship Akhmat,143,144,168,70349248,3456000,100,412,1873
2140,July,July,1375,BAMMA,142,144,168,43424678,3456000,99,412,1873
2140,July,July,1375,BRAVE Combat Federation,144,144,168,68863525,3456000,100,412,1873
2140,July,July,1375,Cage Warriors,160,160,184,57068079,3840000,100,412,1873
2140,July,July,1375,KSW,160,160,184,73384580,3840000,99,412,1873
2140,July,July,1375,Legacy Fighting Alliance,141,144,168,51544609,3456000,99,412,1873
2140,July,July,1375,ONE Championship,193,200,224,83660800,4800000,99,412,1873
2140,July,July,1375,Oktagon MMA,158,160,184,79552237,3840000,99,412,1873
2140,July,July,1375,Professional Fighters League,199,200,224,103712032,4800000,100,412,1873
2140,July,July,1375,RIZIN Fighting Federation,170,176,200,74250484,4224000,99,412,1873
2140,July,July,1375,Ultimate Fighting Championship,263,280,304,129277027,6720000,99,412,1873
2140,December,December,1380,Absolute Championship Akhmat,142,144,168,66405988,3456000,99,410,1864
2140,December,December,1380,BAMMA,144,144,168,44541481,3456000,99,410,1864
2140,December,December,1380,BRAVE Combat Federation,141,144,168,65978735,3456000,99,410,1864
2140,December,December,1380,Cage Warriors,160,160,184,52928512,3840000,99,410,1864
2140,December,December,1380,KSW,160,160,184,71979929,3840000,99,410,1864
2140,December,December,1380,Legacy Fighting Alliance,141,144,168,51650444,3456000,99,410,1864
2140,December,December,1380,ONE Championship,193,200,224,81753112,4800000,99,410,1864
2140,December,December,1380,Oktagon MMA,158,160,184,83337696,3840000,99,410,1864
2140,December,December,1380,Professional Fighters League,197,200,224,100391986,4800000,99,410,1864
2140,December,December,1380,RIZIN Fighting Federation,169,176,200,67464442,4224000,98,410,1864
2140,December,December,1380,Ultimate Fighting Championship,259,280,304,124596765,6720000,99,410,1864
2141,July,July,1387,Absolute Championship Akhmat,143,144,168,71233078,3456000,100,409,1854
2141,July,July,1387,BAMMA,143,144,168,42288814,3456000,98,409,1854
2141,July,July,1387,BRAVE Combat Federation,137,144,168,63391278,3456000,100,409,1854
2141,July,July,1387,Cage Warriors,156,160,184,53355680,3840000,100,409,1854
2141,July,July,1387,KSW,158,160,184,70337781,3840000,99,409,1854
2141,July,July,1387,Legacy Fighting Alliance,141,144,168,51158946,3456000,99,409,1854
2141,July,July,1387,ONE Championship,193,200,224,74499542,4800000,98,409,1854
2141,July,July,1387,Oktagon MMA,155,160,184,81338693,3840000,100,409,1854
2141,July,July,1387,Professional Fighters League,198,200,224,95367735,4800000,99,409,1854
2141,July,July,1387,RIZIN Fighting Federation,169,176,200,76195711,4224000,100,409,1854
2141,July,July,1387,Ultimate Fighting Championship,261,280,304,124995969,6720000,100,409,1854
2141,December,December,1392,Absolute Championship Akhmat,141,144,168,69682301,3456000,99,409,1863
2141,December,December,1392,BAMMA,142,144,168,41714575,3456000,99,409,1863
2141,December,December,1392,BRAVE Combat Federation,140,144,168,61388082,3456000,99,409,1863
2141,December,December,1392,Cage Warriors,158,160,184,54022694,3840000,99,409,1863
2141,December,December,1392,KSW,157,160,184,64426819,3840000,99,409,1863
2141,December,December,1392,Legacy Fighting Alliance,144,144,168,47427124,3456000,99,409,1863
2141,December,December,1392,ONE Championship,192,200,224,74645963,4800000,99,409,1863
2141,December,December,1392,Oktagon MMA,158,160,184,86081761,3840000,99,409,1863
2141,December,December,1392,Professional Fighters League,197,200,224,102665703,4800000,99,409,1863
2141,December,December,1392,RIZIN Fighting Federation,174,176,200,72366197,4224000,99,409,1863
2141,December,December,1392,Ultimate Fighting Championship,260,280,304,140170443,6720000,99,409,1863
2142,July,July,1399,Absolute Championship Akhmat,144,144,168,71283134,3456000,100,409,1865
2142,July,July,1399,BAMMA,143,144,168,39293859,3456000,98,409,1865
2142,July,July,1399,BRAVE Combat Federation,138,144,168,68024074,3456000,100,409,1865
2142,July,July,1399,Cage Warriors,158,160,184,54984007,3840000,100,409,1865
2142,July,July,1399,KSW,156,160,184,65905851,3840000,100,409,1865
2142,July,July,1399,Legacy Fighting Alliance,144,144,168,48574252,3456000,100,409,1865
2142,July,July,1399,ONE Championship,197,200,224,81756428,4800000,100,409,1865
2142,July,July,1399,Oktagon MMA,159,160,184,89419912,3840000,100,409,1865
2142,July,July,1399,Professional Fighters League,194,200,224,96425205,4800000,98,409,1865
2142,July,July,1399,RIZIN Fighting Federation,175,176,200,68032785,4224000,99,409,1865
2142,July,July,1399,Ultimate Fighting Championship,257,280,304,134731299,6720000,99,409,1865
2142,December,December,1404,Absolute Championship Akhmat,144,144,168,65613583,3456000,99,410,1866
2142,December,December,1404,BAMMA,142,144,168,37115002,3456000,98,410,1866
2142,December,December,1404,BRAVE Combat Federation,140,144,168,64309658,3456000,99,410,1866
2142,December,December,1404,Cage Warriors,157,160,184,51741486,3840000,99,410,1866
2142,December,December,1404,KSW,155,160,184,60513279,3840000,99,410,1866
2142,December,December,1404,Legacy Fighting Alliance,144,144,168,44718310,3456000,98,410,1866
2142,December,December,1404,ONE Championship,197,200,224,83846159,4800000,99,410,1866
2142,December,December,1404,Oktagon MMA,160,160,184,90334514,3840000,99,410,1866
2142,December,December,1404,Professional Fighters League,194,200,224,88912940,4800000,98,410,1866
2142,December,December,1404,RIZIN Fighting Federation,174,176,200,64289908,4224000,99,410,1866
2142,December,December,1404,Ultimate Fighting Championship,259,280,304,134341630,6720000,99,410,1866
2143,July,July,1411,Absolute Championship Akhmat,144,144,168,62389151,3456000,99,411,1861
2143,July,July,1411,BAMMA,143,144,168,37527996,3456000,100,411,1861
2143,July,July,1411,BRAVE Combat Federation,140,144,168,68859987,3456000,100,411,1861
2143,July,July,1411,Cage Warriors,156,160,184,49305706,3840000,99,411,1861
2143,July,July,1411,KSW,155,160,184,56510363,3840000,99,411,1861
2143,July,July,1411,Legacy Fighting Alliance,144,144,168,48867968,3456000,100,411,1861
2143,July,July,1411,ONE Championship,198,200,224,95144762,4800000,100,411,1861
2143,July,July,1411,Oktagon MMA,160,160,184,85418450,3840000,99,411,1861
2143,July,July,1411,Professional Fighters League,191,200,224,100573984,4800000,100,411,1861
2143,July,July,1411,RIZIN Fighting Federation,172,176,200,62433352,4224000,99,411,1861
2143,July,July,1411,Ultimate Fighting Championship,258,280,304,133587548,6720000,100,411,1861
2143,December,December,1416,Absolute Championship Akhmat,144,144,168,59231704,3456000,99,410,1862
2143,December,December,1416,BAMMA,144,144,168,38910661,3456000,99,410,1862
2143,December,December,1416,BRAVE Combat Federation,142,144,168,66399720,3456000,99,410,1862
2143,December,December,1416,Cage Warriors,157,160,184,46452006,3840000,99,410,1862
2143,December,December,1416,KSW,154,160,184,58279065,3840000,99,410,1862
2143,December,December,1416,Legacy Fighting Alliance,144,144,168,47567762,3456000,99,410,1862
2143,December,December,1416,ONE Championship,195,200,224,97045208,4800000,99,410,1862
2143,December,December,1416,Oktagon MMA,160,160,184,84868013,3840000,99,410,1862
2143,December,December,1416,Professional Fighters League,192,200,224,102639855,4800000,99,410,1862
2143,December,December,1416,RIZIN Fighting Federation,172,176,200,66057911,4224000,99,410,1862
2143,December,December,1416,Ultimate Fighting Championship,258,280,304,132148373,6720000,99,410,1862
2144,July,July,1423,Absolute Championship Akhmat,144,144,168,58714674,3456000,100,410,1846
2144,July,July,1423,BAMMA,142,144,168,40641961,3456000,100,410,1846
2144,July,July,1423,BRAVE Combat Federation,142,144,168,66692102,3456000,99,410,1846
2144,July,July,1423,Cage Warriors,157,160,184,53282886,3840000,99,410,1846
2144,July,July,1423,KSW,151,160,184,68115318,3840000,99,410,1846
2144,July,July,1423,Legacy Fighting Alliance,141,144,168,42706448,3456000,98,410,1846
2144,July,July,1423,ONE Championship,197,200,224,98724269,4800000,99,410,1846
2144,July,July,1423,Oktagon MMA,157,160,184,88852865,3840000,100,410,1846
2144,July,July,1423,Professional Fighters League,187,200,224,102752029,4800000,99,410,1846
2144,July,July,1423,RIZIN Fighting Federation,170,176,200,76444974,4224000,100,410,1846
2144,July,July,1423,Ultimate Fighting Championship,258,280,304,132715269,6720000,99,410,1846
2144,December,December,1428,Absolute Championship Akhmat,143,144,168,58665590,3456000,99,410,1854
2144,December,December,1428,BAMMA,143,144,168,43668845,3456000,99,410,1854
2144,December,December,1428,BRAVE Combat Federation,142,144,168,65082338,3456000,99,410,1854
2144,December,December,1428,Cage Warriors,159,160,184,51164522,3840000,99,410,1854
2144,December,December,1428,KSW,156,160,184,67369087,3840000,99,410,1854
2144,December,December,1428,Legacy Fighting Alliance,140,144,168,39177546,3456000,97,410,1854
2144,December,December,1428,ONE Championship,192,200,224,89526806,4800000,98,410,1854
2144,December,December,1428,Oktagon MMA,160,160,184,84193905,3840000,99,410,1854
2144,December,December,1428,Professional Fighters League,188,200,224,101907005,4800000,99,410,1854
2144,December,December,1428,RIZIN Fighting Federation,171,176,200,73145527,4224000,99,410,1854
2144,December,December,1428,Ultimate Fighting Championship,260,280,304,120934305,6720000,98,410,1854
2145,July,July,1435,Absolute Championship Akhmat,144,144,168,59831189,3456000,100,412,1858
2145,July,July,1435,BAMMA,144,144,168,43519004,3456000,99,412,1858
2145,July,July,1435,BRAVE Combat Federation,144,144,168,63107548,3456000,100,412,1858
2145,July,July,1435,Cage Warriors,160,160,184,52317464,3840000,100,412,1858
2145,July,July,1435,KSW,152,160,184,66437135,3840000,99,412,1858
2145,July,July,1435,Legacy Fighting Alliance,144,144,168,43608066,3456000,99,412,1858
2145,July,July,1435,ONE Championship,193,200,224,100688962,4800000,100,412,1858
2145,July,July,1435,Oktagon MMA,159,160,184,87611534,3840000,99,412,1858
2145,July,July,1435,Professional Fighters League,189,200,224,95289157,4800000,99,412,1858
2145,July,July,1435,RIZIN Fighting Federation,170,176,200,72895437,4224000,99,412,1858
2145,July,July,1435,Ultimate Fighting Championship,259,280,304,128098996,6720000,100,412,1858
2145,December,December,1440,Absolute Championship Akhmat,144,144,168,57499852,3456000,99,409,1864
2145,December,December,1440,BAMMA,142,144,168,41909264,3456000,99,409,1864
2145,December,December,1440,BRAVE Combat Federation,143,144,168,61445953,3456000,99,409,1864
2145,December,December,1440,Cage Warriors,158,160,184,56468791,3840000,99,409,1864
2145,December,December,1440,KSW,156,160,184,58476721,3840000,98,409,1864
2145,December,December,1440,Legacy Fighting Alliance,143,144,168,47590156,3456000,99,409,1864
2145,December,December,1440,ONE Championship,194,200,224,95675668,4800000,99,409,1864
2145,December,December,1440,Oktagon MMA,160,160,184,84288462,3840000,99,409,1864
2145,December,December,1440,Professional Fighters League,190,200,224,94091564,4800000,99,409,1864
2145,December,December,1440,RIZIN Fighting Federation,173,176,200,77586782,4224000,99,409,1864
2145,December,December,1440,Ultimate Fighting Championship,261,280,304,124777317,6720000,99,409,1864
2146,July,July,1447,Absolute Championship Akhmat,144,144,168,60475619,3456000,100,411,1865
2146,July,July,1447,BAMMA,144,144,168,46127433,3456000,100,411,1865
2146,July,July,1447,BRAVE Combat Federation,144,144,168,60730511,3456000,100,411,1865
2146,July,July,1447,Cage Warriors,157,160,184,54368347,3840000,100,411,1865
2146,July,July,1447,KSW,154,160,184,59174846,3840000,99,411,1865
2146,July,July,1447,Legacy Fighting Alliance,144,144,168,46669779,3456000,100,411,1865
2146,July,July,1447,ONE Championship,193,200,224,109302301,4800000,99,411,1865
2146,July,July,1447,Oktagon MMA,160,160,184,86437874,3840000,100,411,1865
2146,July,July,1447,Professional Fighters League,192,200,224,96149613,4800000,99,411,1865
2146,July,July,1447,RIZIN Fighting Federation,173,176,200,83827089,4224000,99,411,1865
